yr,cluster_id,full_name,country,field,indicator,value
1998,47219508,"oswald, aj",United Kingdom,Economics,n_cit,75
1999,47219508,"oswald, aj",United Kingdom,Economics,n_cit,68
2000,47219508,"oswald, aj",United Kingdom,Economics,n_cit,88
2001,47219508,"oswald, aj",United Kingdom,Economics,n_cit,124
2002,47219508,"oswald, aj",United Kingdom,Economics,n_cit,127
2003,47219508,"oswald, aj",United Kingdom,Economics,n_cit,134
2004,47219508,"oswald, aj",United Kingdom,Economics,n_cit,171
2005,47219508,"oswald, aj",United Kingdom,Economics,n_cit,206
2006,47219508,"oswald, aj",United Kingdom,Economics,n_cit,227
2007,47219508,"oswald, aj",United Kingdom,Economics,n_cit,242
2008,47219508,"oswald, aj",United Kingdom,Economics,n_cit,424
2009,47219508,"oswald, aj",United Kingdom,Economics,n_cit,399
2010,47219508,"oswald, aj",United Kingdom,Economics,n_cit,521
2011,47219508,"oswald, aj",United Kingdom,Economics,n_cit,543
2012,47219508,"oswald, aj",United Kingdom,Economics,n_cit,642
2013,47219508,"oswald, aj",United Kingdom,Economics,n_cit,725
2014,47219508,"oswald, aj",United Kingdom,Economics,n_cit,723
2015,47219508,"oswald, aj",United Kingdom,Economics,n_cit,651
2016,47219508,"oswald, aj",United Kingdom,Economics,n_cit,704
2017,47219508,"oswald, aj",United Kingdom,Economics,n_cit,665
2018,47219508,"oswald, aj",United Kingdom,Economics,n_cit,718
2019,47219508,"oswald, aj",United Kingdom,Economics,n_cit,781
1980,700227,"gaston, kj",United Kingdom,Biology,n_pub,0
1981,700227,"gaston, kj",United Kingdom,Biology,n_pub,0
1982,700227,"gaston, kj",United Kingdom,Biology,n_pub,0
1983,700227,"gaston, kj",United Kingdom,Biology,n_pub,0
1984,700227,"gaston, kj",United Kingdom,Biology,n_pub,0
1985,700227,"gaston, kj",United Kingdom,Biology,n_pub,0
1986,700227,"gaston, kj",United Kingdom,Biology,n_pub,0
1987,700227,"gaston, kj",United Kingdom,Biology,n_pub,1
1988,700227,"gaston, kj",United Kingdom,Biology,n_pub,4
1989,700227,"gaston, kj",United Kingdom,Biology,n_pub,3
1990,700227,"gaston, kj",United Kingdom,Biology,n_pub,5
1991,700227,"gaston, kj",United Kingdom,Biology,n_pub,6
1992,700227,"gaston, kj",United Kingdom,Biology,n_pub,7
1993,700227,"gaston, kj",United Kingdom,Biology,n_pub,10
1994,700227,"gaston, kj",United Kingdom,Biology,n_pub,14
1995,700227,"gaston, kj",United Kingdom,Biology,n_pub,15
1996,700227,"gaston, kj",United Kingdom,Biology,n_pub,20
1997,700227,"gaston, kj",United Kingdom,Biology,n_pub,22
1998,700227,"gaston, kj",United Kingdom,Biology,n_pub,21
1999,700227,"gaston, kj",United Kingdom,Biology,n_pub,20
2000,700227,"gaston, kj",United Kingdom,Biology,n_pub,20
2001,700227,"gaston, kj",United Kingdom,Biology,n_pub,13
2002,700227,"gaston, kj",United Kingdom,Biology,n_pub,28
2003,700227,"gaston, kj",United Kingdom,Biology,n_pub,22
2004,700227,"gaston, kj",United Kingdom,Biology,n_pub,24
2005,700227,"gaston, kj",United Kingdom,Biology,n_pub,33
2006,700227,"gaston, kj",United Kingdom,Biology,n_pub,24
2007,700227,"gaston, kj",United Kingdom,Biology,n_pub,24
2008,700227,"gaston, kj",United Kingdom,Biology,n_pub,24
2009,700227,"gaston, kj",United Kingdom,Biology,n_pub,42
2010,700227,"gaston, kj",United Kingdom,Biology,n_pub,19
2011,700227,"gaston, kj",United Kingdom,Biology,n_pub,19
2012,700227,"gaston, kj",United Kingdom,Biology,n_pub,19
2013,700227,"gaston, kj",United Kingdom,Biology,n_pub,22
2014,700227,"gaston, kj",United Kingdom,Biology,n_pub,23
2015,700227,"gaston, kj",United Kingdom,Biology,n_pub,31
2016,700227,"gaston, kj",United Kingdom,Biology,n_pub,21
2017,700227,"gaston, kj",United Kingdom,Biology,n_pub,19
2018,700227,"gaston, kj",United Kingdom,Biology,n_pub,24
2019,700227,"gaston, kj",United Kingdom,Biology,n_pub,3
1980,3361896,"bollerslev, t",Denmark,Economics,n_pub,0
1981,3361896,"bollerslev, t",Denmark,Economics,n_pub,0
1982,3361896,"bollerslev, t",Denmark,Economics,n_pub,0
1983,3361896,"bollerslev, t",Denmark,Economics,n_pub,0
1984,3361896,"bollerslev, t",Denmark,Economics,n_pub,0
1985,3361896,"bollerslev, t",Denmark,Economics,n_pub,1
1986,3361896,"bollerslev, t",Denmark,Economics,n_pub,1
1987,3361896,"bollerslev, t",Denmark,Economics,n_pub,1
1988,3361896,"bollerslev, t",Denmark,Economics,n_pub,1
1989,3361896,"bollerslev, t",Denmark,Economics,n_pub,2
1990,3361896,"bollerslev, t",Denmark,Economics,n_pub,2
1991,3361896,"bollerslev, t",Denmark,Economics,n_pub,1
1992,3361896,"bollerslev, t",Denmark,Economics,n_pub,2
1993,3361896,"bollerslev, t",Denmark,Economics,n_pub,3
1994,3361896,"bollerslev, t",Denmark,Economics,n_pub,3
1995,3361896,"bollerslev, t",Denmark,Economics,n_pub,1
1996,3361896,"bollerslev, t",Denmark,Economics,n_pub,3
1997,3361896,"bollerslev, t",Denmark,Economics,n_pub,2
1998,3361896,"bollerslev, t",Denmark,Economics,n_pub,3
1999,3361896,"bollerslev, t",Denmark,Economics,n_pub,2
2000,3361896,"bollerslev, t",Denmark,Economics,n_pub,2
2001,3361896,"bollerslev, t",Denmark,Economics,n_pub,6
2002,3361896,"bollerslev, t",Denmark,Economics,n_pub,3
2003,3361896,"bollerslev, t",Denmark,Economics,n_pub,3
2004,3361896,"bollerslev, t",Denmark,Economics,n_pub,2
2005,3361896,"bollerslev, t",Denmark,Economics,n_pub,2
2006,3361896,"bollerslev, t",Denmark,Economics,n_pub,2
2007,3361896,"bollerslev, t",Denmark,Economics,n_pub,4
2008,3361896,"bollerslev, t",Denmark,Economics,n_pub,1
2009,3361896,"bollerslev, t",Denmark,Economics,n_pub,2
2010,3361896,"bollerslev, t",Denmark,Economics,n_pub,2
2011,3361896,"bollerslev, t",Denmark,Economics,n_pub,5
2012,3361896,"bollerslev, t",Denmark,Economics,n_pub,1
2013,3361896,"bollerslev, t",Denmark,Economics,n_pub,2
2014,3361896,"bollerslev, t",Denmark,Economics,n_pub,3
2015,3361896,"bollerslev, t",Denmark,Economics,n_pub,2
2016,3361896,"bollerslev, t",Denmark,Economics,n_pub,3
2017,3361896,"bollerslev, t",Denmark,Economics,n_pub,0
2018,3361896,"bollerslev, t",Denmark,Economics,n_pub,3
2019,3361896,"bollerslev, t",Denmark,Economics,n_pub,0
1980,3454001,"besenbacher, f",Denmark,Physics,n_pub,6
1981,3454001,"besenbacher, f",Denmark,Physics,n_pub,4
1982,3454001,"besenbacher, f",Denmark,Physics,n_pub,6
1983,3454001,"besenbacher, f",Denmark,Physics,n_pub,1
1984,3454001,"besenbacher, f",Denmark,Physics,n_pub,3
1985,3454001,"besenbacher, f",Denmark,Physics,n_pub,4
1986,3454001,"besenbacher, f",Denmark,Physics,n_pub,4
1987,3454001,"besenbacher, f",Denmark,Physics,n_pub,3
1988,3454001,"besenbacher, f",Denmark,Physics,n_pub,3
1989,3454001,"besenbacher, f",Denmark,Physics,n_pub,5
1990,3454001,"besenbacher, f",Denmark,Physics,n_pub,10
1991,3454001,"besenbacher, f",Denmark,Physics,n_pub,8
1992,3454001,"besenbacher, f",Denmark,Physics,n_pub,7
1993,3454001,"besenbacher, f",Denmark,Physics,n_pub,9
1994,3454001,"besenbacher, f",Denmark,Physics,n_pub,11
1995,3454001,"besenbacher, f",Denmark,Physics,n_pub,11
1996,3454001,"besenbacher, f",Denmark,Physics,n_pub,10
1997,3454001,"besenbacher, f",Denmark,Physics,n_pub,9
1998,3454001,"besenbacher, f",Denmark,Physics,n_pub,10
1999,3454001,"besenbacher, f",Denmark,Physics,n_pub,10
2000,3454001,"besenbacher, f",Denmark,Physics,n_pub,9
2001,3454001,"besenbacher, f",Denmark,Physics,n_pub,16
2002,3454001,"besenbacher, f",Denmark,Physics,n_pub,15
2003,3454001,"besenbacher, f",Denmark,Physics,n_pub,11
2004,3454001,"besenbacher, f",Denmark,Physics,n_pub,13
2005,3454001,"besenbacher, f",Denmark,Physics,n_pub,24
2006,3454001,"besenbacher, f",Denmark,Physics,n_pub,29
2007,3454001,"besenbacher, f",Denmark,Physics,n_pub,37
2008,3454001,"besenbacher, f",Denmark,Physics,n_pub,43
2009,3454001,"besenbacher, f",Denmark,Physics,n_pub,54
2010,3454001,"besenbacher, f",Denmark,Physics,n_pub,62
2011,3454001,"besenbacher, f",Denmark,Physics,n_pub,49
2012,3454001,"besenbacher, f",Denmark,Physics,n_pub,43
2013,3454001,"besenbacher, f",Denmark,Physics,n_pub,37
2014,3454001,"besenbacher, f",Denmark,Physics,n_pub,47
2015,3454001,"besenbacher, f",Denmark,Physics,n_pub,28
2016,3454001,"besenbacher, f",Denmark,Physics,n_pub,24
2017,3454001,"besenbacher, f",Denmark,Physics,n_pub,9
2018,3454001,"besenbacher, f",Denmark,Physics,n_pub,17
2019,3454001,"besenbacher, f",Denmark,Physics,n_pub,2
1980,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,0
1981,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,3
1982,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,4
1983,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,1
1984,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,3
1985,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,3
1986,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,2
1987,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,0
1988,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,3
1989,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,3
1990,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,5
1991,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,3
1992,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,7
1993,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,4
1994,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,7
1995,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,6
1996,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,3
1997,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,7
1998,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,2
1999,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,4
2000,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,7
2001,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,3
2002,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,1
2003,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,4
2004,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,3
2005,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,3
2006,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,4
2007,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,7
2008,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,4
2009,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,7
2010,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,2
2011,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,9
2012,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,3
2013,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,5
2014,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,4
2015,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,3
2016,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,5
2017,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,3
2018,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,5
2019,6816065,"pesaran, mh",United Kingdom,Economics,n_pub,2
1980,10849200,"johansen, s",Denmark,Economics,n_pub,0
1981,10849200,"johansen, s",Denmark,Economics,n_pub,0
1982,10849200,"johansen, s",Denmark,Economics,n_pub,0
1983,10849200,"johansen, s",Denmark,Economics,n_pub,0
1984,10849200,"johansen, s",Denmark,Economics,n_pub,0
1985,10849200,"johansen, s",Denmark,Economics,n_pub,0
1986,10849200,"johansen, s",Denmark,Economics,n_pub,0
1987,10849200,"johansen, s",Denmark,Economics,n_pub,0
1988,10849200,"johansen, s",Denmark,Economics,n_pub,1
1989,10849200,"johansen, s",Denmark,Economics,n_pub,0
1990,10849200,"johansen, s",Denmark,Economics,n_pub,1
1991,10849200,"johansen, s",Denmark,Economics,n_pub,1
1992,10849200,"johansen, s",Denmark,Economics,n_pub,5
1993,10849200,"johansen, s",Denmark,Economics,n_pub,0
1994,10849200,"johansen, s",Denmark,Economics,n_pub,1
1995,10849200,"johansen, s",Denmark,Economics,n_pub,3
1996,10849200,"johansen, s",Denmark,Economics,n_pub,0
1997,10849200,"johansen, s",Denmark,Economics,n_pub,1
1998,10849200,"johansen, s",Denmark,Economics,n_pub,1
1999,10849200,"johansen, s",Denmark,Economics,n_pub,2
2000,10849200,"johansen, s",Denmark,Economics,n_pub,2
2001,10849200,"johansen, s",Denmark,Economics,n_pub,0
2002,10849200,"johansen, s",Denmark,Economics,n_pub,3
2003,10849200,"johansen, s",Denmark,Economics,n_pub,0
2004,10849200,"johansen, s",Denmark,Economics,n_pub,0
2005,10849200,"johansen, s",Denmark,Economics,n_pub,2
2006,10849200,"johansen, s",Denmark,Economics,n_pub,1
2007,10849200,"johansen, s",Denmark,Economics,n_pub,1
2008,10849200,"johansen, s",Denmark,Economics,n_pub,4
2009,10849200,"johansen, s",Denmark,Economics,n_pub,1
2010,10849200,"johansen, s",Denmark,Economics,n_pub,4
2011,10849200,"johansen, s",Denmark,Economics,n_pub,0
2012,10849200,"johansen, s",Denmark,Economics,n_pub,3
2013,10849200,"johansen, s",Denmark,Economics,n_pub,1
2014,10849200,"johansen, s",Denmark,Economics,n_pub,1
2015,10849200,"johansen, s",Denmark,Economics,n_pub,1
2016,10849200,"johansen, s",Denmark,Economics,n_pub,4
2017,10849200,"johansen, s",Denmark,Economics,n_pub,0
2018,10849200,"johansen, s",Denmark,Economics,n_pub,2
2019,10849200,"johansen, s",Denmark,Economics,n_pub,0
1980,13283063,"araujo, mb",NA,NA,n_pub,0
1981,13283063,"araujo, mb",NA,NA,n_pub,0
1982,13283063,"araujo, mb",NA,NA,n_pub,0
1983,13283063,"araujo, mb",NA,NA,n_pub,0
1984,13283063,"araujo, mb",NA,NA,n_pub,0
1985,13283063,"araujo, mb",NA,NA,n_pub,0
1986,13283063,"araujo, mb",NA,NA,n_pub,0
1987,13283063,"araujo, mb",NA,NA,n_pub,0
1988,13283063,"araujo, mb",NA,NA,n_pub,0
1989,13283063,"araujo, mb",NA,NA,n_pub,0
1990,13283063,"araujo, mb",NA,NA,n_pub,0
1991,13283063,"araujo, mb",NA,NA,n_pub,0
1992,13283063,"araujo, mb",NA,NA,n_pub,0
1993,13283063,"araujo, mb",NA,NA,n_pub,0
1994,13283063,"araujo, mb",NA,NA,n_pub,0
1995,13283063,"araujo, mb",NA,NA,n_pub,0
1996,13283063,"araujo, mb",NA,NA,n_pub,0
1997,13283063,"araujo, mb",NA,NA,n_pub,0
1998,13283063,"araujo, mb",NA,NA,n_pub,0
1999,13283063,"araujo, mb",NA,NA,n_pub,0
2000,13283063,"araujo, mb",NA,NA,n_pub,2
2001,13283063,"araujo, mb",NA,NA,n_pub,2
2002,13283063,"araujo, mb",NA,NA,n_pub,4
2003,13283063,"araujo, mb",NA,NA,n_pub,3
2004,13283063,"araujo, mb",NA,NA,n_pub,10
2005,13283063,"araujo, mb",NA,NA,n_pub,9
2006,13283063,"araujo, mb",NA,NA,n_pub,10
2007,13283063,"araujo, mb",NA,NA,n_pub,15
2008,13283063,"araujo, mb",NA,NA,n_pub,14
2009,13283063,"araujo, mb",NA,NA,n_pub,10
2010,13283063,"araujo, mb",NA,NA,n_pub,8
2011,13283063,"araujo, mb",NA,NA,n_pub,10
2012,13283063,"araujo, mb",NA,NA,n_pub,16
2013,13283063,"araujo, mb",NA,NA,n_pub,15
2014,13283063,"araujo, mb",NA,NA,n_pub,11
2015,13283063,"araujo, mb",NA,NA,n_pub,7
2016,13283063,"araujo, mb",NA,NA,n_pub,11
2017,13283063,"araujo, mb",NA,NA,n_pub,7
2018,13283063,"araujo, mb",NA,NA,n_pub,11
2019,13283063,"araujo, mb",NA,NA,n_pub,3
1980,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,2
1981,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,0
1982,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,4
1983,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,1
1984,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,3
1985,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,5
1986,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,4
1987,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,4
1988,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,14
1989,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,5
1990,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,3
1991,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,10
1992,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,7
1993,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,4
1994,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,3
1995,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,10
1996,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,3
1997,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,3
1998,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,4
1999,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,6
2000,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,2
2001,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,6
2002,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,7
2003,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,8
2004,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,8
2005,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,9
2006,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,10
2007,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,11
2008,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,8
2009,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,14
2010,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,7
2011,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,10
2012,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,9
2013,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,4
2014,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,12
2015,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,13
2016,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,8
2017,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,10
2018,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,13
2019,17568863,"phillips, pcb",United Kingdom,Economics,n_pub,1
1980,21435142,"robinson, pm",United Kingdom,Economics,n_pub,0
1981,21435142,"robinson, pm",United Kingdom,Economics,n_pub,0
1982,21435142,"robinson, pm",United Kingdom,Economics,n_pub,2
1983,21435142,"robinson, pm",United Kingdom,Economics,n_pub,0
1984,21435142,"robinson, pm",United Kingdom,Economics,n_pub,1
1985,21435142,"robinson, pm",United Kingdom,Economics,n_pub,1
1986,21435142,"robinson, pm",United Kingdom,Economics,n_pub,3
1987,21435142,"robinson, pm",United Kingdom,Economics,n_pub,2
1988,21435142,"robinson, pm",United Kingdom,Economics,n_pub,3
1989,21435142,"robinson, pm",United Kingdom,Economics,n_pub,2
1990,21435142,"robinson, pm",United Kingdom,Economics,n_pub,0
1991,21435142,"robinson, pm",United Kingdom,Economics,n_pub,5
1992,21435142,"robinson, pm",United Kingdom,Economics,n_pub,0
1993,21435142,"robinson, pm",United Kingdom,Economics,n_pub,2
1994,21435142,"robinson, pm",United Kingdom,Economics,n_pub,5
1995,21435142,"robinson, pm",United Kingdom,Economics,n_pub,5
1996,21435142,"robinson, pm",United Kingdom,Economics,n_pub,6
1997,21435142,"robinson, pm",United Kingdom,Economics,n_pub,3
1998,21435142,"robinson, pm",United Kingdom,Economics,n_pub,4
1999,21435142,"robinson, pm",United Kingdom,Economics,n_pub,3
2000,21435142,"robinson, pm",United Kingdom,Economics,n_pub,6
2001,21435142,"robinson, pm",United Kingdom,Economics,n_pub,8
2002,21435142,"robinson, pm",United Kingdom,Economics,n_pub,2
2003,21435142,"robinson, pm",United Kingdom,Economics,n_pub,4
2004,21435142,"robinson, pm",United Kingdom,Economics,n_pub,0
2005,21435142,"robinson, pm",United Kingdom,Economics,n_pub,5
2006,21435142,"robinson, pm",United Kingdom,Economics,n_pub,3
2007,21435142,"robinson, pm",United Kingdom,Economics,n_pub,2
2008,21435142,"robinson, pm",United Kingdom,Economics,n_pub,5
2009,21435142,"robinson, pm",United Kingdom,Economics,n_pub,3
2010,21435142,"robinson, pm",United Kingdom,Economics,n_pub,2
2011,21435142,"robinson, pm",United Kingdom,Economics,n_pub,2
2012,21435142,"robinson, pm",United Kingdom,Economics,n_pub,3
2013,21435142,"robinson, pm",United Kingdom,Economics,n_pub,0
2014,21435142,"robinson, pm",United Kingdom,Economics,n_pub,2
2015,21435142,"robinson, pm",United Kingdom,Economics,n_pub,6
2016,21435142,"robinson, pm",United Kingdom,Economics,n_pub,3
2017,21435142,"robinson, pm",United Kingdom,Economics,n_pub,1
2018,21435142,"robinson, pm",United Kingdom,Economics,n_pub,3
2019,21435142,"robinson, pm",United Kingdom,Economics,n_pub,0
1980,22448923,"jorgensen, p",Denmark,Physics,n_pub,8
1981,22448923,"jorgensen, p",Denmark,Physics,n_pub,2
1982,22448923,"jorgensen, p",Denmark,Physics,n_pub,4
1983,22448923,"jorgensen, p",Denmark,Physics,n_pub,10
1984,22448923,"jorgensen, p",Denmark,Physics,n_pub,6
1985,22448923,"jorgensen, p",Denmark,Physics,n_pub,2
1986,22448923,"jorgensen, p",Denmark,Physics,n_pub,4
1987,22448923,"jorgensen, p",Denmark,Physics,n_pub,2
1988,22448923,"jorgensen, p",Denmark,Physics,n_pub,8
1989,22448923,"jorgensen, p",Denmark,Physics,n_pub,7
1990,22448923,"jorgensen, p",Denmark,Physics,n_pub,6
1991,22448923,"jorgensen, p",Denmark,Physics,n_pub,5
1992,22448923,"jorgensen, p",Denmark,Physics,n_pub,11
1993,22448923,"jorgensen, p",Denmark,Physics,n_pub,22
1994,22448923,"jorgensen, p",Denmark,Physics,n_pub,22
1995,22448923,"jorgensen, p",Denmark,Physics,n_pub,20
1996,22448923,"jorgensen, p",Denmark,Physics,n_pub,8
1997,22448923,"jorgensen, p",Denmark,Physics,n_pub,12
1998,22448923,"jorgensen, p",Denmark,Physics,n_pub,19
1999,22448923,"jorgensen, p",Denmark,Physics,n_pub,15
2000,22448923,"jorgensen, p",Denmark,Physics,n_pub,15
2001,22448923,"jorgensen, p",Denmark,Physics,n_pub,10
2002,22448923,"jorgensen, p",Denmark,Physics,n_pub,7
2003,22448923,"jorgensen, p",Denmark,Physics,n_pub,7
2004,22448923,"jorgensen, p",Denmark,Physics,n_pub,8
2005,22448923,"jorgensen, p",Denmark,Physics,n_pub,8
2006,22448923,"jorgensen, p",Denmark,Physics,n_pub,4
2007,22448923,"jorgensen, p",Denmark,Physics,n_pub,5
2008,22448923,"jorgensen, p",Denmark,Physics,n_pub,6
2009,22448923,"jorgensen, p",Denmark,Physics,n_pub,6
2010,22448923,"jorgensen, p",Denmark,Physics,n_pub,2
2011,22448923,"jorgensen, p",Denmark,Physics,n_pub,6
2012,22448923,"jorgensen, p",Denmark,Physics,n_pub,6
2013,22448923,"jorgensen, p",Denmark,Physics,n_pub,5
2014,22448923,"jorgensen, p",Denmark,Physics,n_pub,3
2015,22448923,"jorgensen, p",Denmark,Physics,n_pub,6
2016,22448923,"jorgensen, p",Denmark,Physics,n_pub,7
2017,22448923,"jorgensen, p",Denmark,Physics,n_pub,2
2018,22448923,"jorgensen, p",Denmark,Physics,n_pub,0
2019,22448923,"jorgensen, p",Denmark,Physics,n_pub,0
1980,24237320,"terasvirta, t",Denmark,Economics,n_pub,0
1981,24237320,"terasvirta, t",Denmark,Economics,n_pub,2
1982,24237320,"terasvirta, t",Denmark,Economics,n_pub,1
1983,24237320,"terasvirta, t",Denmark,Economics,n_pub,1
1984,24237320,"terasvirta, t",Denmark,Economics,n_pub,1
1985,24237320,"terasvirta, t",Denmark,Economics,n_pub,0
1986,24237320,"terasvirta, t",Denmark,Economics,n_pub,3
1987,24237320,"terasvirta, t",Denmark,Economics,n_pub,0
1988,24237320,"terasvirta, t",Denmark,Economics,n_pub,4
1989,24237320,"terasvirta, t",Denmark,Economics,n_pub,0
1990,24237320,"terasvirta, t",Denmark,Economics,n_pub,1
1991,24237320,"terasvirta, t",Denmark,Economics,n_pub,0
1992,24237320,"terasvirta, t",Denmark,Economics,n_pub,1
1993,24237320,"terasvirta, t",Denmark,Economics,n_pub,1
1994,24237320,"terasvirta, t",Denmark,Economics,n_pub,3
1995,24237320,"terasvirta, t",Denmark,Economics,n_pub,1
1996,24237320,"terasvirta, t",Denmark,Economics,n_pub,3
1997,24237320,"terasvirta, t",Denmark,Economics,n_pub,0
1998,24237320,"terasvirta, t",Denmark,Economics,n_pub,4
1999,24237320,"terasvirta, t",Denmark,Economics,n_pub,6
2000,24237320,"terasvirta, t",Denmark,Economics,n_pub,0
2001,24237320,"terasvirta, t",Denmark,Economics,n_pub,4
2002,24237320,"terasvirta, t",Denmark,Economics,n_pub,4
2003,24237320,"terasvirta, t",Denmark,Economics,n_pub,2
2004,24237320,"terasvirta, t",Denmark,Economics,n_pub,1
2005,24237320,"terasvirta, t",Denmark,Economics,n_pub,2
2006,24237320,"terasvirta, t",Denmark,Economics,n_pub,6
2007,24237320,"terasvirta, t",Denmark,Economics,n_pub,1
2008,24237320,"terasvirta, t",Denmark,Economics,n_pub,2
2009,24237320,"terasvirta, t",Denmark,Economics,n_pub,3
2010,24237320,"terasvirta, t",Denmark,Economics,n_pub,1
2011,24237320,"terasvirta, t",Denmark,Economics,n_pub,0
2012,24237320,"terasvirta, t",Denmark,Economics,n_pub,0
2013,24237320,"terasvirta, t",Denmark,Economics,n_pub,3
2014,24237320,"terasvirta, t",Denmark,Economics,n_pub,3
2015,24237320,"terasvirta, t",Denmark,Economics,n_pub,1
2016,24237320,"terasvirta, t",Denmark,Economics,n_pub,3
2017,24237320,"terasvirta, t",Denmark,Economics,n_pub,2
2018,24237320,"terasvirta, t",Denmark,Economics,n_pub,0
2019,24237320,"terasvirta, t",Denmark,Economics,n_pub,0
1980,24816239,"blundell, r",United Kingdom,Economics,n_pub,1
1981,24816239,"blundell, r",United Kingdom,Economics,n_pub,0
1982,24816239,"blundell, r",United Kingdom,Economics,n_pub,4
1983,24816239,"blundell, r",United Kingdom,Economics,n_pub,3
1984,24816239,"blundell, r",United Kingdom,Economics,n_pub,1
1985,24816239,"blundell, r",United Kingdom,Economics,n_pub,0
1986,24816239,"blundell, r",United Kingdom,Economics,n_pub,2
1987,24816239,"blundell, r",United Kingdom,Economics,n_pub,4
1988,24816239,"blundell, r",United Kingdom,Economics,n_pub,3
1989,24816239,"blundell, r",United Kingdom,Economics,n_pub,2
1990,24816239,"blundell, r",United Kingdom,Economics,n_pub,0
1991,24816239,"blundell, r",United Kingdom,Economics,n_pub,2
1992,24816239,"blundell, r",United Kingdom,Economics,n_pub,4
1993,24816239,"blundell, r",United Kingdom,Economics,n_pub,2
1994,24816239,"blundell, r",United Kingdom,Economics,n_pub,3
